neworold,ownership,status,lift_avail,car_parking_avail,Gas_conn_avail,age,area,balconies,bathroom,bhk,floor,place,price,price_per_sq
0,3,2,1,1,0,1,4050,3,5,4 BHK Apartment ,8,Kalyani Nagar,75000000,18518
0,3,0,1,1,0,0,4500,2,4,4 BHK Apartment ,0,Kalyani Nagar,68500000,15222
0,3,1,1,1,0,6,985,2,2,2 BHK Apartment ,5,Kalyani Nagar,7500000,7614
0,3,0,1,1,0,0,3040,2,3,3 BHK Apartment ,5,Kalyani Nagar,57000000,18750
0,3,2,1,1,0,12,1550,2,2,2 BHK Apartment ,5,Kalyani Nagar,13500000,8709
0,2,1,1,1,0,0,2400,2,3,3 BHK Apartment ,3,Koregaon Park,18500000,7708
0,2,0,1,1,0,0,2100,2,3,3 BHK Apartment ,2,Koregaon Park,25000000,11904
0,2,0,1,1,0,0,1250,2,2,2 BHK Apartment ,5,Koregaon Park,11000000,8800
0,3,0,1,1,0,6,1485,2,3,3 BHK Apartment ,3,Yerawada,10000000,6734
0,2,1,1,1,1,20,630,1,1,1 BHK Apartment ,3,Boat Club Road,8800000,13968
0,2,0,1,1,1,3,1317,2,3,3 BHK Apartment ,2,Lohegaon,7000000,5315
0,3,0,1,1,0,15,1970,1,3,3 BHK Apartment ,1,Kalyani Nagar,23500000,11928
0,3,0,1,1,0,10,650,1,1,1 BHK Apartment ,4,Kalyani Nagar,6600000,10153
0,3,0,1,1,0,10,1200,2,2,2 BHK Apartment ,5,Kalyani Nagar,9000000,7500
1,3,3,1,1,0,0,1200,2,2,2 BHK Apartment ,3,Wadgaon Sheri,9500000,7916
0,3,0,1,1,0,9,550,1,1,1 BHK Apartment ,0,Viman Nagar,17500000,31818
0,3,0,1,1,0,9,2000,2,3,3 BHK Apartment ,3,Sangamvadi,30500000,15250
0,3,1,1,1,0,3,1290,2,2,2 BHK Apartment ,14,Kharadi,7000000,5426
1,3,3,1,1,0,1,754,1,2,2 BHK Apartment ,3,Lohegaon,3500000,4641
0,3,1,0,1,1,5,1250,1,2,2 BHK Apartment ,3,Boat Club Road,14000000,11200
0,3,1,1,1,1,10,2500,1,4,4 BHK Apartment ,6,Wadgaon Sheri,17000000,6800
0,3,2,1,1,0,4,4355,2,4,4 BHK Apartment ,4,Kharadi,32300000,7416
0,3,2,1,1,0,6,1625,2,3,3 BHK Apartment ,1,Baner,10500000,6461
0,3,0,1,0,0,10,1080,1,2,2 BHK Apartment ,6,Koregaon Park,12500000,11574
0,3,0,1,1,0,5,1690,2,3,3 BHK Apartment ,7,Viman Nagar,19500000,11538
0,3,2,1,1,0,5,4355,2,5,4 BHK Apartment ,8,Kharadi,26000000,5970
0,3,1,1,1,0,5,2490,3,3,4 BHK Apartment ,5,Kharadi,18000000,7228
0,3,1,1,1,0,5,2850,2,4,4 BHK Apartment ,2,Kalyani Nagar,47600000,16701
0,3,0,1,1,0,5,1540,1,2,2 BHK Apartment ,1,Kharadi,10200000,6623
0,2,1,1,1,0,10,2000,2,3,3 BHK Apartment ,3,Sangamvadi,30500000,15250
0,2,0,0,1,0,10,1750,2,4,3 BHK Apartment ,1,Sangamvadi,25000000,14285
0,2,2,1,1,0,10,3600,2,4,3 BHK Apartment ,1,Boat Club Road,50000000,13888
0,3,0,1,1,0,9,930,1,2,2 BHK Apartment ,4,Kothrud,8000000,8602
0,2,0,1,1,0,16,950,2,2,2 BHK Apartment ,2,Koregaon Park,6300000,6631
0,3,2,1,1,0,6,2400,2,4,4 BHK Apartment ,5,Kalyani Nagar,35500000,14792
0,3,2,1,1,0,11,4400,2,4,4 BHK Apartment ,10,Kalyani Nagar,55000000,12500
0,3,0,1,1,0,11,1705,2,3,3 BHK Apartment ,6,Koregaon Park,20000000,11730
0,3,0,1,1,0,6,3160,2,3,3 BHK Apartment ,4,Viman Nagar,40000000,12658
0,2,0,1,1,0,10,1501,2,3,3 BHK Apartment ,9,Kalyani Nagar,12000000,7994
0,3,1,1,1,0,11,1080,2,2,2 BHK Apartment ,8,Kharadi,5800000,5370
0,3,0,1,1,0,2,800,1,1,2 BHK Apartment ,3,Lohegaon,3900000,4875
0,3,0,1,1,0,3,1586,2,3,3 BHK Apartment ,10,Wagholi,7300000,4602
0,3,1,1,1,0,11,1400,2,3,3 BHK Apartment ,3,Kalyani Nagar,15000000,10714
0,3,0,1,1,0,11,2175,2,3,3 BHK Apartment ,5,Koregaon Park,18500000,8506
0,3,0,1,1,0,11,1840,2,3,3 BHK Apartment ,2,Viman Nagar,10000000,5434
0,3,2,1,1,0,6,1024,2,2,2 BHK Apartment ,2,Kharadi,5600000,5468
0,3,0,0,1,1,2,3700,2,4,4 BHK Villa ,1,Kalyani Nagar,40000000,10810
0,3,0,1,1,1,10,4200,2,4,4 BHK Apartment ,9,Kalyani Nagar,65000000,15476
0,3,2,1,1,1,10,4050,3,4,4 BHK Apartment ,8,Kalyani Nagar,75000000,18518
0,3,1,0,1,1,5,4000,2,4,4 BHK Apartment ,6,Koregaon Park,60000000,15000
1,3,3,1,1,1,1,5850,3,5,5 BHK Apartment ,11,Koregaon Park,95000000,16239
0,3,2,1,1,1,9,770,1,1,1 BHK Apartment ,4,Koregaon Park,8400000,10909
0,3,1,1,1,1,2,682,1,1,1 BHK Apartment ,3,Kharadi,5100000,7478
0,3,0,1,1,0,10,2000,1,3,3 BHK Apartment ,2,Koregaon Park,20500000,10250
0,3,0,0,1,1,5,1000,1,2,2 BHK Apartment ,2,Shastri Nagar,6700000,6700
0,3,0,1,1,0,5,550,1,1,1 BHK Apartment ,6,Viman Nagar,5110000,9290
1,3,3,0,1,1,0,3070,2,3,3 BHK Villa ,1,Wagholi,13500000,4397
0,3,1,1,1,1,3,5650,2,4,4 BHK Apartment ,7,Kharadi,37000000,6548
0,3,0,1,1,0,4,990,2,2,2 BHK Apartment ,9,Wagholi,4200000,4242
0,3,0,1,1,0,6,1044,2,2,2 BHK Apartment ,3,Kharadi,6249384,5986
0,3,1,1,1,1,6,520,1,1,1 BHK Apartment ,1,Kalyani Nagar,5300000,10192
0,3,1,1,1,1,5,800,1,1,1 BHK Apartment ,2,Kalyani Nagar,7000000,8750
0,3,1,1,1,0,1,1255,2,2,2 BHK Apartment ,4,Kharadi,8000000,6374
0,3,1,1,1,1,1,1335,1,2,2 BHK Apartment ,3,Kharadi,10000000,7490
0,3,0,1,1,0,5,1200,3,2,2 BHK Apartment ,5,Kalyani Nagar,8300000,6916
0,3,2,1,1,1,2,682,1,1,1 BHK Apartment ,3,Kharadi,5100000,7478
0,3,0,1,1,0,2,4081,3,4,4 BHK Apartment ,7,Kharadi,38500000,9433
1,3,3,1,1,0,1,1724,3,3,3 BHK Apartment ,8,Wagholi,8000000,4640
1,3,3,1,1,1,2,1655,1,3,3 BHK Apartment ,10,Wagholi,9500000,5740
1,3,3,1,1,1,2,1660,2,3,3 BHK Apartment ,4,Wagholi,11000000,6626
0,3,2,1,1,1,10,2509,3,3,3 BHK Apartment ,10,Kalyani Nagar,35000000,13949
0,3,2,1,1,1,6,1650,1,3,3 BHK Apartment ,1,Kalyani Nagar,20000000,12121
0,3,1,1,1,1,5,1100,2,2,2 BHK Apartment ,4,Kalyani Nagar,8000000,7272
0,3,2,0,1,1,5,621,1,1,1 BHK Apartment ,4,Bund Garden,6600000,10628
0,3,1,1,1,1,3,3400,3,4,4 BHK Apartment ,12,Kharadi,21000000,6176
0,3,0,1,1,0,2,1234,2,2,2 BHK Apartment ,1,Viman Nagar,8700000,7050
0,3,0,1,1,0,11,1740,2,3,3 BHK Apartment ,3,Kalyani Nagar,13000000,7471
0,3,1,1,1,0,6,1560,2,2,2 BHK Apartment ,6,Viman Nagar,8500000,5448
0,3,2,1,1,0,11,2600,2,4,4 BHK Apartment ,0,Koregaon Park,45000000,17307
0,3,2,1,1,0,11,1780,2,3,3 BHK Apartment ,7,Kalyani Nagar,15000000,8426
0,3,1,1,1,0,11,2125,2,4,4 BHK Apartment ,4,Viman Nagar,12000000,5647
0,3,0,1,1,0,16,950,2,2,2 BHK Apartment ,0,Viman Nagar,8200000,8631
0,3,0,1,1,0,6,765,2,2,2 BHK Apartment ,5,Wagholi,3499875,4575
1,3,3,0,1,0,2,810,2,2,2 BHK Villa ,0,Wagholi,2592000,3200
0,3,0,1,1,0,11,1418,2,2,2 BHK Apartment ,4,Yerawada,6900000,4866
0,3,0,1,1,0,11,1600,2,4,4 BHK Apartment ,10,Kharadi,9900000,6187
0,3,0,1,1,0,2,5500,2,5,5 BHK Apartment ,6,Sangamvadi,88000000,16000
0,3,0,1,1,0,0,1817,2,3,3 BHK Apartment ,8,Kharadi,11100000,6108
0,3,0,1,1,0,3,700,2,2,2 BHK Apartment ,1,Wagholi,3500000,5000
0,3,1,1,1,0,11,1270,2,3,2 BHK Apartment ,6,Viman Nagar,11200000,8818
0,3,0,1,1,0,2,1560,2,3,3 BHK Apartment ,4,Wadgaon Sheri,11500000,7371
0,3,0,1,1,0,2,1875,2,3,4 BHK Apartment ,9,Kharadi,12000000,6400
0,3,2,1,1,0,11,900,2,2,2 BHK Apartment ,5,Viman Nagar,6500000,7222
0,3,0,1,1,0,11,1250,2,3,3 BHK Apartment ,4,Kalyani Nagar,11000000,8800
0,3,1,1,1,0,11,1500,2,3,3 BHK Apartment ,5,Kharadi,8000000,5333
0,3,0,1,1,0,11,1800,2,3,3 BHK Apartment ,6,Koregaon Park,25000000,13888
0,3,0,1,1,0,11,842,2,2,2 BHK Apartment ,1,Kharadi,4300000,5106
0,3,1,1,1,0,11,1480,2,3,3 BHK Apartment ,5,Wadgaon Sheri,10500000,7094
0,3,0,1,1,0,2,4415,2,4,4 BHK Apartment ,3,Viman Nagar,34000000,7701
0,3,0,1,1,0,2,1118,2,3,3 BHK Apartment ,5,Viman Nagar,7500000,6708
0,3,2,1,1,0,11,1000,2,2,2 BHK Apartment ,1,Viman Nagar,6700000,6700
0,3,0,1,1,0,11,1118,2,2,2 BHK Apartment ,4,Kharadi,5200000,4651
0,3,0,1,1,0,11,1280,2,3,3 BHK Apartment ,2,Kharadi,7000000,5468
0,3,0,1,1,0,11,3000,2,4,4 BHK Apartment ,3,Kharadi,15000000,5000
0,3,0,1,1,0,11,1200,2,2,2 BHK Apartment ,5,Kalyani Nagar,8500000,7083
0,3,2,1,1,0,11,1515,2,3,3 BHK Apartment ,4,Viman Nagar,10500000,6930
0,3,0,1,1,0,11,1855,2,4,4 BHK Apartment ,10,Kharadi,12500000,6738
0,3,0,1,1,0,11,2900,2,3,3 BHK Apartment ,7,Viman Nagar,13000000,4482
0,3,0,1,1,0,11,1750,2,3,3 BHK Apartment ,9,Kalyani Nagar,19800000,11314
0,3,1,1,1,0,11,1065,2,2,2 BHK Apartment ,3,Viman Nagar,7500000,7042
0,3,2,1,1,0,11,1950,2,3,3 BHK Apartment ,4,Kalyani Nagar,18500000,9487
0,3,1,1,1,0,11,1803,2,3,4 BHK Apartment ,3,Wadgaon Sheri,11500000,6378
0,3,1,1,1,0,11,2700,2,3,3 BHK Apartment ,5,Viman Nagar,12400000,4593
0,3,0,1,1,0,11,1260,2,3,3 BHK Apartment ,9,Kharadi,6900000,5476
0,3,0,1,1,0,11,600,2,1,1 BHK Apartment ,9,Kharadi,3800000,6333
0,3,0,1,1,0,6,1080,2,2,2 BHK Apartment ,4,Viman Nagar,5800000,5370
0,3,0,1,1,0,6,930,2,2,2 BHK Apartment ,4,Kharadi,5600000,6022
0,3,0,1,1,0,6,1200,2,2,2 BHK Apartment ,3,Viman Nagar,7500000,6250
0,3,0,1,1,0,11,1100,2,2,2 BHK Apartment ,7,Kharadi,6200000,5636
0,3,2,1,1,0,11,2845,2,3,4 BHK Apartment ,5,Kalyani Nagar,41000000,14411
0,3,2,1,1,0,6,1580,2,3,3 BHK Apartment ,3,Mundhwa,15500000,9810
0,3,0,1,1,0,11,3944,2,3,3 BHK Apartment ,5,Koregaon Park,20000000,5070
0,3,1,1,1,0,11,845,2,2,2 BHK Apartment ,5,Kharadi,4200000,4970
0,3,2,1,1,0,11,1015,2,2,2 BHK Apartment ,8,Kalyani Nagar,8500000,8374
0,3,0,1,1,0,11,1245,2,2,2 BHK Apartment ,8,Wadgaon Sheri,7900000,6345
0,3,0,1,1,0,11,1370,2,2,2 BHK Apartment ,8,Kharadi,6500000,4745
0,3,0,1,1,0,11,1250,2,2,2 BHK Apartment ,9,Wadgaon Sheri,7000000,5600
0,3,0,1,1,0,11,1350,2,3,3 BHK Apartment ,5,Koregaon Park,10500000,7778
0,3,0,1,1,0,11,1000,2,2,2 BHK Apartment ,2,Koregaon Park,12000000,12000
0,3,0,1,1,0,11,1160,2,2,2 BHK Apartment ,2,Viman Nagar,7900000,6810
0,3,0,1,1,0,2,2584,2,4,4 BHK Apartment ,3,Kharadi,21500000,8320
0,3,2,0,1,0,16,2500,2,4,4 BHK Villa ,0,Viman Nagar,25000000,10000
0,3,0,1,1,0,11,1205,2,2,2 BHK Apartment ,6,Kharadi,7500000,6224
0,3,2,1,1,0,11,1300,2,2,2 BHK Apartment ,1,Koregaon Park,8500000,6538
0,3,0,1,1,0,11,1250,2,2,2 BHK Apartment ,6,Wadgaon Sheri,8400000,6720
0,3,1,1,1,0,11,1578,2,3,3 BHK Apartment ,5,Wadgaon Sheri,12000000,7604
0,3,1,1,1,0,11,1257,2,2,2 BHK Apartment ,7,Kharadi,6200000,4932
0,3,0,1,1,0,2,1250,2,2,2 BHK Apartment ,6,Viman Nagar,8800000,7040
0,3,0,1,1,0,11,1489,2,3,3 BHK Apartment ,4,Koregaon Park,15000000,10073
0,3,0,1,1,0,11,2400,2,4,4 BHK Apartment ,3,Wadgaon Sheri,20500000,8541
0,3,1,1,1,0,11,2110,2,3,3 BHK Apartment ,9,Kharadi,12500000,5924
0,3,1,1,1,0,11,800,2,2,2 BHK Apartment ,4,Kharadi,5400000,6750
0,3,0,1,1,0,11,1600,2,2,2 BHK Apartment ,6,Kharadi,5600000,3500
0,3,0,1,1,0,11,1050,2,2,2 BHK Apartment ,3,Kharadi,4000000,3810
0,3,0,1,1,0,6,605,2,1,1 BHK Apartment ,2,Wagholi,2550000,4214
0,3,0,1,1,0,2,570,2,1,1 BHK Apartment ,3,Wagholi,2800000,4912
0,2,1,1,1,1,8,1070,3,2,2 BHK Apartment ,7,Hadapsar,4800000,4485
1,3,3,1,1,0,1,418,1,2,2 BHK Apartment ,2,Hinjewadi,2750000,6578
0,2,0,1,1,0,15,620,1,1,1 BHK Apartment ,2,Kothrud,5500000,8870
0,3,0,1,1,0,16,1050,2,2,2 BHK Apartment ,2,Koregaon Park,15000000,14285
1,3,3,1,1,0,1,837,1,2,2 BHK Apartment ,5,Wagholi,3600000,4301
0,2,0,1,1,0,2,950,2,1,1 BHK Apartment ,8,Lohegaon,3000000,3157
0,3,1,1,1,1,4,850,2,2,2 BHK Apartment ,8,Kondhwa,4500000,5294
0,3,1,1,1,0,12,1550,3,3,3 BHK Apartment ,3,Wanowrie,13000000,8387
0,3,0,1,1,0,6,1155,1,2,2 BHK Apartment ,8,Dhanori,6500000,5627
1,3,3,1,1,0,0,637,1,1,1 BHK Apartment ,2,Rahatani,3750000,5886
0,3,0,1,1,0,11,2125,2,3,3 BHK Apartment ,7,Kalyani Nagar,25000000,11764
1,3,3,1,1,0,1,1078,2,2,2 BHK Apartment ,2,Sus,5700000,5287
0,3,0,1,1,0,4,670,2,1,1 BHK Apartment ,0,Wagholi,3100000,4626
0,3,2,1,1,0,11,2400,2,5,4 BHK Apartment ,4,Koregaon Park,35000000,14583
0,3,0,1,1,0,2,2015,2,4,4 BHK Apartment ,10,Kharadi,12500000,6203
0,3,0,1,1,0,3,1350,2,2,3 BHK Apartment ,8,Viman Nagar,9100000,6740
1,3,3,1,1,0,3,1450,2,3,3 BHK Apartment ,8,Viman Nagar,11000000,7586
0,3,0,1,1,0,3,1293,2,2,2 BHK Apartment ,7,Viman Nagar,8800000,6805
0,3,0,1,1,0,3,1000,2,2,2 BHK Apartment ,8,Viman Nagar,7300000,7300
0,3,0,1,1,0,11,2070,2,3,3 BHK Apartment ,4,Koregaon Park,20000000,9661
0,3,0,1,1,0,12,1300,2,2,2 BHK Apartment ,0,Sangamvadi,12500000,9615
0,3,0,1,1,0,17,1100,2,2,2 BHK Apartment ,5,Sangamvadi,15900000,14454
0,3,0,1,1,0,2,1300,2,2,2 BHK Apartment ,6,Kharadi,6000000,4615
0,3,0,1,1,0,3,1500,2,3,3 BHK Apartment ,3,Wadgaon Sheri,9000000,6000
0,3,1,1,1,0,6,1100,2,2,2 BHK Apartment ,5,Kharadi,4700000,4273
0,3,0,1,1,0,2,800,2,1,1 BHK Apartment ,5,Viman Nagar,4800000,6000
0,3,0,1,1,0,6,1400,2,3,3 BHK Apartment ,0,Kharadi,5200000,3714
0,3,0,1,1,0,3,656,2,1,1 BHK Apartment ,3,Wagholi,3000000,4573
0,3,0,1,1,0,11,1500,2,3,3 BHK Apartment ,5,Wadgaon Sheri,9200000,6133
0,3,2,1,1,0,11,3300,2,4,5 BHK Apartment ,8,Kalyani Nagar,36000000,10909
0,3,0,1,1,0,2,630,2,1,1 BHK Apartment ,3,Kharadi,3650000,5793
0,3,0,1,1,0,11,1300,2,3,3 BHK Apartment ,6,Kharadi,6500000,5000
0,3,0,1,1,0,6,1620,2,3,3 BHK Apartment ,1,Wadgaon Sheri,9900000,6111
0,3,0,1,1,0,3,1150,2,2,2 BHK Apartment ,3,Viman Nagar,7200000,6261
0,3,1,1,1,0,6,1240,2,2,2 BHK Apartment ,4,Viman Nagar,6800000,5484
0,3,0,1,1,0,6,1200,2,2,2 BHK Apartment ,1,Wadgaon Sheri,6700000,5583
0,3,2,1,1,0,2,1200,2,3,3 BHK Apartment ,5,Viman Nagar,8800000,7333
0,3,2,1,1,0,11,600,2,1,1 BHK Apartment ,2,Wagholi,3000000,5000
0,3,0,1,1,0,6,1300,2,3,3 BHK Apartment ,3,Viman Nagar,11000000,8461
0,3,0,1,1,0,6,1224,2,3,3 BHK Apartment ,6,Viman Nagar,9399096,7679
0,3,2,1,1,0,2,600,2,1,1 BHK Apartment ,5,Yerawada,5600000,9333
0,3,0,1,1,0,2,1775,2,3,3 BHK Apartment ,2,Kharadi,18000000,10140
0,3,0,1,1,0,1,1550,1,3,3 BHK Apartment ,4,Koregaon Park,25000000,16129
0,3,0,1,1,0,4,1250,1,2,2 BHK Apartment ,3,Wagholi,6900000,5520
0,3,0,1,1,0,5,2650,2,3,3 BHK Apartment ,2,Kalyani Nagar,36000000,13584
0,3,2,1,1,0,10,1330,1,3,3 BHK Apartment ,1,Wanowrie,15500000,11654
1,3,3,1,1,0,1,1120,1,2,2 BHK Apartment ,7,Kharadi,8500000,7589
1,3,3,1,1,0,1,955,2,2,2 BHK Apartment ,3,Wagholi,4600000,4816
0,3,2,1,1,0,5,1500,1,3,3 BHK Apartment ,4,Koregaon Park,20000000,13333
0,3,1,1,1,0,11,1644,2,2,2 BHK Villa ,0,Shastri Nagar,10000000,6082
0,3,1,1,1,0,11,2050,2,3,3 BHK Villa ,0,Wagholi,9500000,4634
0,3,2,1,1,0,6,2000,2,4,4 BHK Villa ,0,Wagholi,16000000,8000
0,3,2,1,1,0,16,955,2,3,3 BHK Villa ,0,Viman Nagar,9200000,9633
0,2,0,1,1,0,2,2740,2,5,5 BHK Apartment ,7,Kharadi,18000000,6569
0,3,0,1,1,0,6,864,2,2,2 BHK Apartment ,6,Wagholi,4200000,4861
0,3,0,1,1,0,6,908,2,2,2 BHK Apartment ,4,Wagholi,3800000,4185
0,3,1,1,1,0,6,2600,2,3,3 BHK Apartment ,2,Viman Nagar,20000000,7692
0,3,0,1,1,0,11,750,2,1,1 BHK Apartment ,3,Kalyani Nagar,6000000,8000
0,3,0,1,1,0,11,580,2,1,1 BHK Apartment ,1,Viman Nagar,4000000,6896
0,3,1,1,1,0,11,1530,2,2,3 BHK Apartment ,7,Viman Nagar,11000000,7189
0,3,0,1,1,0,11,1250,2,2,2 BHK Apartment ,4,Mundhwa,14000000,11200
0,3,1,1,1,0,6,1570,2,2,2 BHK Apartment ,7,Viman Nagar,9000000,5732
0,3,2,1,1,0,11,1525,2,3,3 BHK Apartment ,9,Kalyani Nagar,13500000,8852
0,3,0,1,1,0,2,650,2,1,1 BHK Apartment ,4,Wagholi,3200000,4923
0,3,1,1,1,0,11,1535,2,3,3 BHK Apartment ,3,Viman Nagar,12000000,7817
0,3,0,1,1,0,11,570,2,1,1 BHK Apartment ,2,Kharadi,3600000,6315
0,3,0,1,1,0,11,1070,2,2,2 BHK Apartment ,9,Koregaon Park,10000000,9345
0,3,0,1,1,0,11,1118,2,2,2 BHK Apartment ,4,Kharadi,5200000,4651
0,3,0,1,1,0,2,1000,2,2,2 BHK Apartment ,3,Kharadi,6000000,6000
0,3,0,1,1,0,11,1400,2,2,2 BHK Apartment ,0,Kalyani Nagar,15000000,10714
0,3,2,1,1,0,6,1735,2,3,3 BHK Apartment ,7,Kalyani Nagar,15000000,8645
0,3,0,1,1,0,11,2710,2,4,4 BHK Apartment ,6,Koregaon Park,25800000,9520
0,3,1,1,1,0,11,1257,2,2,2 BHK Apartment ,7,Kharadi,6200000,4932
0,2,0,1,1,0,11,5445,2,5,5 BHK Apartment ,9,Kalyani Nagar,70000000,12855
0,3,0,1,1,0,11,2700,2,4,4 BHK Apartment ,4,Kalyani Nagar,37000000,13703
0,3,0,1,1,0,11,2175,2,3,4 BHK Apartment ,9,Koregaon Park,19500000,8965
0,3,0,1,1,0,11,2450,2,4,5 BHK Apartment ,9,Koregaon Park,25000000,10204
0,3,0,1,1,0,11,2400,2,4,4 BHK Apartment ,5,Koregaon Park,35000000,14583
0,3,0,1,1,0,11,2070,2,4,4 BHK Apartment ,2,Viman Nagar,13000000,6280
0,3,2,1,1,0,11,2400,2,5,4 BHK Apartment ,7,Wadgaon Sheri,17000000,7083
0,3,0,1,1,0,11,810,2,2,2 BHK Apartment ,3,Kharadi,5200000,6419
0,3,0,1,1,0,2,2015,2,4,4 BHK Apartment ,9,Kharadi,15000000,7444
0,3,1,1,1,0,11,1536,2,3,3 BHK Apartment ,2,Kalyani Nagar,13500000,8789
0,3,0,1,1,0,11,830,2,2,2 BHK Apartment ,2,Kharadi,5500000,6626
0,3,0,1,1,0,11,836,2,2,2 BHK Apartment ,7,Wagholi,3700000,4425
0,3,2,1,1,0,11,1016,2,1,1 BHK Apartment ,0,Viman Nagar,5000000,4921
0,3,0,1,1,0,6,1272,2,2,2 BHK Apartment ,2,Viman Nagar,8500000,6682
0,3,0,1,1,0,2,1722,2,3,3 BHK Apartment ,3,Kharadi,11000000,6387
0,3,1,1,1,0,11,1700,2,3,3 BHK Apartment ,4,Wadgaon Sheri,13500000,7941
0,3,0,1,1,0,11,1200,2,2,2 BHK Apartment ,6,Kharadi,6500000,5416
0,3,2,1,1,0,11,3200,2,4,4 BHK Apartment ,7,Kalyani Nagar,39800000,12437
0,3,1,1,1,0,11,1554,2,3,3 BHK Apartment ,3,Kalyani Nagar,14000000,9009
0,3,0,1,1,0,11,1100,2,2,2 BHK Apartment ,2,Koregaon Park,8000000,7273
0,3,0,1,1,0,11,963,2,2,2 BHK Apartment ,2,Bund Garden,10500000,10903
0,3,0,1,1,0,6,900,2,2,2 BHK Apartment ,5,Kharadi,5400000,6000
0,3,1,1,1,0,6,1065,2,2,2 BHK Apartment ,2,Viman Nagar,7800000,7323
0,3,0,1,1,0,11,1535,2,3,3 BHK Apartment ,3,Viman Nagar,11000000,7166
0,3,2,1,1,0,11,1750,2,3,3 BHK Apartment ,6,Kalyani Nagar,15000000,8571
0,3,1,1,1,0,2,1127,2,2,2 BHK Apartment ,4,Viman Nagar,8000000,7098
0,3,2,1,1,0,11,850,2,2,2 BHK Apartment ,2,Kharadi,4800000,5647
0,3,2,1,1,0,11,3300,2,4,4 BHK Apartment ,6,Kalyani Nagar,42000000,12727
0,3,2,1,1,0,11,1341,2,2,2 BHK Apartment ,5,Kalyani Nagar,12000000,8948
0,3,1,1,1,0,11,1578,2,3,3 BHK Apartment ,5,Wadgaon Sheri,12000000,7604
0,3,0,1,1,0,11,2400,2,4,4 BHK Apartment ,2,Koregaon Park,22500000,9375
0,3,2,1,1,0,11,1760,2,3,3 BHK Apartment ,6,Viman Nagar,20000000,11363
0,3,2,1,1,0,11,1715,2,1,1 BHK Apartment ,4,Viman Nagar,11800000,6880
0,3,2,1,1,0,11,1300,2,2,2 BHK Apartment ,6,Kalyani Nagar,17500000,13461
0,3,1,1,1,0,11,1554,2,3,3 BHK Apartment ,3,Kalyani Nagar,14000000,9009
0,3,1,1,1,0,11,786,2,2,2 BHK Apartment ,2,Kharadi,4200000,5343
0,3,0,1,1,0,3,2015,2,4,4 BHK Apartment ,6,Kharadi,12500000,6203
1,3,3,1,1,0,6,1680,2,2,2 BHK Apartment ,6,Wagholi,7600000,4523
0,3,0,1,1,0,3,1600,2,3,3 BHK Apartment ,6,Kharadi,12500000,7812
0,3,0,1,1,0,6,1300,2,2,2 BHK Apartment ,3,Kharadi,9200000,7076
0,3,0,1,1,0,6,1600,2,3,3 BHK Apartment ,6,Kalyani Nagar,17500000,10937
0,3,0,1,1,0,2,1240,2,2,2 BHK Apartment ,0,Kharadi,6820000,5500
0,3,0,1,1,0,2,790,2,2,2 BHK Apartment ,4,Wagholi,3450000,4367
0,3,0,1,1,0,3,1410,2,3,3 BHK Apartment ,1,Kharadi,10500000,7446
0,3,0,1,1,0,11,1200,2,2,2 BHK Apartment ,4,Kalyani Nagar,7000000,5833
0,3,0,1,1,0,11,1355,2,3,3 BHK Apartment ,8,Kharadi,6300000,4649
0,3,0,1,1,0,6,1170,2,3,3 BHK Apartment ,5,Viman Nagar,7500000,6410
0,3,0,1,1,0,11,1000,2,2,2 BHK Apartment ,3,Viman Nagar,6000000,6000
0,3,0,1,1,0,11,1200,2,2,2 BHK Apartment ,6,Wadgaon Sheri,7500000,6250
0,3,1,1,1,0,11,1060,2,2,2 BHK Apartment ,2,Viman Nagar,6000000,5660
0,3,0,1,1,0,11,2330,2,4,4 BHK Apartment ,9,Kalyani Nagar,30000000,12876
0,3,0,1,1,0,16,1400,2,3,3 BHK Apartment ,4,Kalyani Nagar,12600000,9000
0,3,1,1,1,0,11,2300,2,3,3 BHK Apartment ,3,Koregaon Park,12500000,5435
0,3,0,1,1,0,11,1441,2,2,3 BHK Apartment ,3,Viman Nagar,10000000,6940
0,3,0,1,1,0,11,1600,2,3,3 BHK Apartment ,2,Kalyani Nagar,13000000,8125
0,3,0,1,1,0,1,1666,1,3,3 BHK Apartment ,1,Wagholi,7500000,4501
0,3,0,0,0,0,8,620,1,1,1 BHK Apartment ,1,Dhanori,3300000,5322
0,3,0,1,1,0,1,2345,2,3,3 BHK Apartment ,5,Kharadi,12600000,5373
0,3,0,1,1,0,11,1563,2,3,3 BHK Apartment ,10,Kalyani Nagar,12000000,7677
0,3,0,1,1,0,11,1635,2,3,3 BHK Apartment ,3,Koregaon Park,17500000,10703
0,2,1,1,1,0,6,1610,2,3,3 BHK Apartment ,1,Kalyani Nagar,15000000,9316
0,3,0,1,1,0,6,1245,2,2,2 BHK Apartment ,3,Wadgaon Sheri,8800000,7068
1,3,3,1,1,0,6,1611,2,3,3 BHK Apartment ,6,Kharadi,8200000,5090
0,3,0,1,1,0,6,1040,2,2,2 BHK Apartment ,10,Wagholi,5000000,4807
0,3,0,0,1,0,16,2600,2,4,4 BHK Villa ,0,Kalyani Nagar,22500000,8653
0,3,2,1,1,0,11,2800,2,4,4 BHK Villa ,0,Viman Nagar,18000000,6428
0,3,2,1,1,0,11,2250,2,4,4 BHK Villa ,0,Viman Nagar,20000000,8888
